Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-29 09:30:00-05:00,336.2300109863281,337.489990234375,334.65008544921875,335.6513977050781,3396680,0.0,0.0
2024-11-29 09:35:00-05:00,335.6499938964844,337.20001220703125,335.47760009765625,337.20001220703125,983849,0.0,0.0
2024-11-29 09:40:00-05:00,337.20001220703125,339.3799133300781,336.60009765625,339.3500061035156,1474166,0.0,0.0
2024-11-29 09:45:00-05:00,339.2900085449219,339.6400146484375,338.07080078125,338.32958984375,1219829,0.0,0.0
2024-11-29 09:50:00-05:00,338.30999755859375,339.5799865722656,338.20001220703125,339.45001220703125,945960,0.0,0.0
2024-11-29 09:55:00-05:00,339.3999938964844,340.2331848144531,338.8299865722656,338.8403015136719,1037075,0.0,0.0
2024-11-29 10:00:00-05:00,338.9399108886719,339.4898986816406,338.2099914550781,338.5400085449219,845713,0.0,0.0
2024-11-29 10:05:00-05:00,338.6000061035156,339.6099853515625,338.3299865722656,339.3399963378906,613538,0.0,0.0
2024-11-29 10:10:00-05:00,339.340087890625,339.42999267578125,338.5101013183594,338.989990234375,410398,0.0,0.0
2024-11-29 10:15:00-05:00,338.9501037597656,340.7099914550781,338.5600891113281,340.7099914550781,989331,0.0,0.0
2024-11-29 10:20:00-05:00,340.7300109863281,341.6700134277344,340.3700866699219,341.45001220703125,1227496,0.0,0.0
2024-11-29 10:25:00-05:00,341.4200134277344,342.17999267578125,340.7099914550781,340.82989501953125,1173772,0.0,0.0
2024-11-29 10:30:00-05:00,340.82989501953125,341.33990478515625,340.41009521484375,340.94000244140625,607829,0.0,0.0
2024-11-29 10:35:00-05:00,340.97430419921875,341.1807861328125,339.60009765625,339.6099853515625,744285,0.0,0.0
2024-11-29 10:40:00-05:00,339.6099853515625,340.42401123046875,339.6000061035156,339.9027099609375,511777,0.0,0.0
2024-11-29 10:45:00-05:00,339.7799987792969,339.94000244140625,339.1200866699219,339.1200866699219,529501,0.0,0.0
2024-11-29 10:50:00-05:00,339.1329040527344,340.34991455078125,339.04998779296875,339.41351318359375,1017241,0.0,0.0
2024-11-29 10:55:00-05:00,339.5098876953125,339.79998779296875,338.9100036621094,339.2860107421875,443780,0.0,0.0
2024-11-29 11:00:00-05:00,339.3299865722656,340.1000061035156,339.1099853515625,339.89990234375,410104,0.0,0.0
2024-11-29 11:05:00-05:00,339.8410949707031,340.0,338.6499938964844,339.2030944824219,589194,0.0,0.0
2024-11-29 11:10:00-05:00,339.20001220703125,339.2699890136719,338.28009033203125,338.6000061035156,623116,0.0,0.0
2024-11-29 11:15:00-05:00,338.55999755859375,338.9800109863281,338.1400146484375,338.3269958496094,434419,0.0,0.0
2024-11-29 11:20:00-05:00,338.29998779296875,338.6099853515625,337.7200012207031,338.30999755859375,566848,0.0,0.0
2024-11-29 11:25:00-05:00,338.3500061035156,339.20001220703125,338.24530029296875,339.1564025878906,436474,0.0,0.0
2024-11-29 11:30:00-05:00,339.17999267578125,339.7900085449219,339.04998779296875,339.2200012207031,547315,0.0,0.0
2024-11-29 11:35:00-05:00,339.2200012207031,339.6799011230469,338.60009765625,339.5664978027344,441181,0.0,0.0
2024-11-29 11:40:00-05:00,339.5638122558594,340.0,339.29010009765625,340.0,530727,0.0,0.0
2024-11-29 11:45:00-05:00,339.9632873535156,340.44000244140625,339.79998779296875,340.3299865722656,492217,0.0,0.0
2024-11-29 11:50:00-05:00,340.3399963378906,341.2699890136719,340.03009033203125,340.9801025390625,722731,0.0,0.0
2024-11-29 11:55:00-05:00,340.9801025390625,341.0451965332031,340.510009765625,340.6899108886719,410803,0.0,0.0
2024-11-29 12:00:00-05:00,340.67999267578125,340.67999267578125,339.8800048828125,340.1099853515625,453367,0.0,0.0
2024-11-29 12:05:00-05:00,340.1099853515625,340.8999938964844,340.0700988769531,340.8999938964844,382352,0.0,0.0
2024-11-29 12:10:00-05:00,340.9397888183594,340.94000244140625,339.92529296875,340.0309143066406,342890,0.0,0.0
2024-11-29 12:15:00-05:00,340.0743103027344,340.6000061035156,340.010009765625,340.4898986816406,289237,0.0,0.0
2024-11-29 12:20:00-05:00,340.4425964355469,340.5498962402344,339.3800048828125,339.3999938964844,362703,0.0,0.0
2024-11-29 12:25:00-05:00,339.397705078125,340.05999755859375,339.3299865722656,339.75,357336,0.0,0.0
2024-11-29 12:30:00-05:00,339.7699890136719,340.64990234375,339.54010009765625,340.5899963378906,433512,0.0,0.0
2024-11-29 12:35:00-05:00,340.6499938964844,340.81610107421875,340.1099853515625,340.25,310262,0.0,0.0
2024-11-29 12:40:00-05:00,340.2799987792969,340.44000244140625,339.79998779296875,340.1051940917969,374185,0.0,0.0
2024-11-29 12:45:00-05:00,340.1099853515625,341.7200012207031,339.90509033203125,341.6719055175781,777579,0.0,0.0
2024-11-29 12:50:00-05:00,341.6499938964844,342.82000732421875,341.5199890136719,342.54901123046875,1314105,0.0,0.0
2024-11-29 12:55:00-05:00,342.6000061035156,345.45001220703125,342.6000061035156,345.1499938964844,2360905,0.0,0.0
