Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-29 09:30:00-05:00,234.83999633789062,235.0,233.97000122070312,234.6699981689453,1550100,0.0,0.0
2024-11-29 09:35:00-05:00,234.64999389648438,235.3800048828125,234.5749969482422,235.3800048828125,621780,0.0,0.0
2024-11-29 09:40:00-05:00,235.36500549316406,235.64500427246094,235.2899932861328,235.3800048828125,486858,0.0,0.0
2024-11-29 09:45:00-05:00,235.3800048828125,235.61000061035156,235.0500030517578,235.13999938964844,360426,0.0,0.0
2024-11-29 09:50:00-05:00,235.13999938964844,235.51800537109375,235.11500549316406,235.50660705566406,273312,0.0,0.0
2024-11-29 09:55:00-05:00,235.50999450683594,235.69000244140625,235.41000366210938,235.69000244140625,362004,0.0,0.0
2024-11-29 10:00:00-05:00,235.63999938964844,235.7899932861328,235.3000030517578,235.3699951171875,420100,0.0,0.0
2024-11-29 10:05:00-05:00,235.3699951171875,235.88999938964844,235.3699951171875,235.72999572753906,413012,0.0,0.0
2024-11-29 10:10:00-05:00,235.7303924560547,235.8282928466797,235.47000122070312,235.50999450683594,329853,0.0,0.0
2024-11-29 10:15:00-05:00,235.5,235.5500030517578,235.17999267578125,235.22999572753906,278959,0.0,0.0
2024-11-29 10:20:00-05:00,235.25,235.41990661621094,235.13999938964844,235.38499450683594,207711,0.0,0.0
2024-11-29 10:25:00-05:00,235.36000061035156,235.3800048828125,235.1999969482422,235.34500122070312,228392,0.0,0.0
2024-11-29 10:30:00-05:00,235.35000610351562,235.6699981689453,235.33999633789062,235.61000061035156,295968,0.0,0.0
2024-11-29 10:35:00-05:00,235.610107421875,235.8350067138672,235.4949951171875,235.79469299316406,294962,0.0,0.0
2024-11-29 10:40:00-05:00,235.7899932861328,235.82000732421875,235.5399932861328,235.61610412597656,189969,0.0,0.0
2024-11-29 10:45:00-05:00,235.6199951171875,235.74000549316406,235.47000122070312,235.51170349121094,241203,0.0,0.0
2024-11-29 10:50:00-05:00,235.5,235.72000122070312,235.39999389648438,235.5800018310547,247536,0.0,0.0
2024-11-29 10:55:00-05:00,235.57110595703125,235.8300018310547,235.57110595703125,235.80999755859375,239137,0.0,0.0
2024-11-29 11:00:00-05:00,235.82000732421875,235.9149932861328,235.7899932861328,235.89500427246094,331374,0.0,0.0
2024-11-29 11:05:00-05:00,235.88999938964844,235.9600067138672,235.75,235.9149932861328,253972,0.0,0.0
2024-11-29 11:10:00-05:00,235.91000366210938,236.3699951171875,235.86000061035156,236.36000061035156,925772,0.0,0.0
2024-11-29 11:15:00-05:00,236.36129760742188,236.4199981689453,236.21499633789062,236.32009887695312,309415,0.0,0.0
2024-11-29 11:20:00-05:00,236.32000732421875,236.5998992919922,236.3000030517578,236.3699951171875,365486,0.0,0.0
2024-11-29 11:25:00-05:00,236.3699951171875,236.42990112304688,236.16000366210938,236.39999389648438,302838,0.0,0.0
2024-11-29 11:30:00-05:00,236.3800048828125,236.4600067138672,236.32000732421875,236.39230346679688,221323,0.0,0.0
2024-11-29 11:35:00-05:00,236.39500427246094,236.5,236.3300018310547,236.4550018310547,182600,0.0,0.0
2024-11-29 11:40:00-05:00,236.4499969482422,236.5,236.2899932861328,236.39999389648438,204829,0.0,0.0
2024-11-29 11:45:00-05:00,236.39999389648438,236.6898956298828,236.39999389648438,236.6898956298828,331628,0.0,0.0
2024-11-29 11:50:00-05:00,236.69000244140625,237.13499450683594,236.66000366210938,237.0998992919922,718368,0.0,0.0
2024-11-29 11:55:00-05:00,237.0845947265625,237.11000061035156,236.8813934326172,237.05499267578125,349451,0.0,0.0
2024-11-29 12:00:00-05:00,237.05999755859375,237.05999755859375,236.71380615234375,236.88999938964844,318530,0.0,0.0
2024-11-29 12:05:00-05:00,236.88999938964844,237.14999389648438,236.81500244140625,237.0800018310547,303219,0.0,0.0
2024-11-29 12:10:00-05:00,237.0800018310547,237.08999633789062,236.84500122070312,236.97999572753906,283568,0.0,0.0
2024-11-29 12:15:00-05:00,236.97000122070312,236.97000122070312,236.8300018310547,236.88999938964844,239315,0.0,0.0
2024-11-29 12:20:00-05:00,236.88999938964844,236.88999938964844,236.47999572753906,236.5050048828125,315821,0.0,0.0
2024-11-29 12:25:00-05:00,236.50619506835938,236.65499877929688,236.3699951171875,236.3699951171875,374410,0.0,0.0
2024-11-29 12:30:00-05:00,236.3699951171875,236.66000366210938,236.3699951171875,236.66000366210938,331868,0.0,0.0
2024-11-29 12:35:00-05:00,236.67999267578125,236.83999633789062,236.6555938720703,236.83999633789062,293422,0.0,0.0
2024-11-29 12:40:00-05:00,236.83999633789062,236.88999938964844,236.6425018310547,236.83140563964844,266408,0.0,0.0
2024-11-29 12:45:00-05:00,236.80999755859375,236.97999572753906,236.7801055908203,236.94000244140625,317644,0.0,0.0
2024-11-29 12:50:00-05:00,236.94000244140625,237.80999755859375,236.94000244140625,237.5487060546875,1383698,0.0,0.0
2024-11-29 12:55:00-05:00,237.55999755859375,237.55999755859375,236.86610412597656,237.33999633789062,1939532,0.0,0.0
