Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-29 09:30:00-05:00,167.94000244140625,168.1699981689453,167.23060607910156,167.39219665527344,1066434,0.0,0.0
2024-11-29 09:35:00-05:00,167.3699951171875,167.91000366210938,167.16000366210938,167.47999572753906,357393,0.0,0.0
2024-11-29 09:40:00-05:00,167.47000122070312,168.0399932861328,167.35000610351562,168.0,345851,0.0,0.0
2024-11-29 09:45:00-05:00,167.97000122070312,168.27000427246094,167.77000427246094,168.14999389648438,272412,0.0,0.0
2024-11-29 09:50:00-05:00,168.1699981689453,168.39999389648438,168.12030029296875,168.3350067138672,159342,0.0,0.0
2024-11-29 09:55:00-05:00,168.33999633789062,168.4149932861328,168.17999267578125,168.39999389648438,216850,0.0,0.0
2024-11-29 10:00:00-05:00,168.39999389648438,168.80999755859375,168.3800048828125,168.63999938964844,242923,0.0,0.0
2024-11-29 10:05:00-05:00,168.63999938964844,168.72000122070312,168.26499938964844,168.33999633789062,181384,0.0,0.0
2024-11-29 10:10:00-05:00,168.32000732421875,168.5800018310547,168.25999450683594,168.36500549316406,159511,0.0,0.0
2024-11-29 10:15:00-05:00,168.36500549316406,168.6699981689453,168.22000122070312,168.27499389648438,202331,0.0,0.0
2024-11-29 10:20:00-05:00,168.27499389648438,168.27999877929688,167.9499969482422,168.1999969482422,224565,0.0,0.0
2024-11-29 10:25:00-05:00,168.19239807128906,168.21499633789062,167.8699951171875,167.92750549316406,173703,0.0,0.0
2024-11-29 10:30:00-05:00,167.9250030517578,168.25,167.91000366210938,168.25,173452,0.0,0.0
2024-11-29 10:35:00-05:00,168.2550048828125,168.31500244140625,168.12109375,168.24000549316406,152771,0.0,0.0
2024-11-29 10:40:00-05:00,168.24000549316406,168.60000610351562,168.21499633789062,168.5449981689453,215843,0.0,0.0
2024-11-29 10:45:00-05:00,168.46640014648438,168.50999450683594,168.02999877929688,168.03500366210938,182812,0.0,0.0
2024-11-29 10:50:00-05:00,168.0301055908203,168.3199005126953,168.0,168.2100067138672,160688,0.0,0.0
2024-11-29 10:55:00-05:00,168.22000122070312,168.32620239257812,168.19500732421875,168.2899932861328,145013,0.0,0.0
2024-11-29 11:00:00-05:00,168.28500366210938,168.47000122070312,168.27000427246094,168.42999267578125,111378,0.0,0.0
2024-11-29 11:05:00-05:00,168.44500732421875,168.6300048828125,168.3800048828125,168.61000061035156,144490,0.0,0.0
2024-11-29 11:10:00-05:00,168.61000061035156,168.89999389648438,168.60000610351562,168.88999938964844,185984,0.0,0.0
2024-11-29 11:15:00-05:00,168.89999389648438,168.977294921875,168.8699951171875,168.88999938964844,139845,0.0,0.0
2024-11-29 11:20:00-05:00,168.88499450683594,169.02000427246094,168.875,168.94000244140625,177340,0.0,0.0
2024-11-29 11:25:00-05:00,168.94500732421875,168.97999572753906,168.75999450683594,168.89999389648438,139762,0.0,0.0
2024-11-29 11:30:00-05:00,168.89500427246094,169.02000427246094,168.7949981689453,168.8363037109375,174689,0.0,0.0
2024-11-29 11:35:00-05:00,168.86000061035156,168.92999267578125,168.82000732421875,168.88999938964844,111461,0.0,0.0
2024-11-29 11:40:00-05:00,168.89500427246094,169.0500030517578,168.88999938964844,169.00860595703125,165816,0.0,0.0
2024-11-29 11:45:00-05:00,169.0,169.10000610351562,168.97250366210938,169.0637969970703,140753,0.0,0.0
2024-11-29 11:50:00-05:00,169.05999755859375,169.16000366210938,169.00999450683594,169.03500366210938,135587,0.0,0.0
2024-11-29 11:55:00-05:00,169.00999450683594,169.02999877929688,168.9600067138672,169.02000427246094,114120,0.0,0.0
2024-11-29 12:00:00-05:00,169.00999450683594,169.05499267578125,168.8800048828125,169.00999450683594,127296,0.0,0.0
2024-11-29 12:05:00-05:00,169.01499938964844,169.0699005126953,168.90499877929688,169.0399932861328,127544,0.0,0.0
2024-11-29 12:10:00-05:00,169.03500366210938,169.05499267578125,168.92999267578125,169.02499389648438,121787,0.0,0.0
2024-11-29 12:15:00-05:00,169.02000427246094,169.10000610351562,168.97000122070312,169.02499389648438,163566,0.0,0.0
2024-11-29 12:20:00-05:00,169.02000427246094,169.02999877929688,168.9199981689453,168.96499633789062,162316,0.0,0.0
2024-11-29 12:25:00-05:00,168.9600067138672,169.13999938964844,168.9600067138672,169.1199951171875,199938,0.0,0.0
2024-11-29 12:30:00-05:00,169.1300048828125,169.31500244140625,169.08999633789062,169.25999450683594,274967,0.0,0.0
2024-11-29 12:35:00-05:00,169.26499938964844,169.30499267578125,169.15289306640625,169.19500732421875,249703,0.0,0.0
2024-11-29 12:40:00-05:00,169.19000244140625,169.2100067138672,168.7899932861328,168.88999938964844,349196,0.0,0.0
2024-11-29 12:45:00-05:00,168.88999938964844,168.89999389648438,168.0,168.7449951171875,460163,0.0,0.0
2024-11-29 12:50:00-05:00,168.7449951171875,168.97000122070312,168.5,168.8699951171875,546252,0.0,0.0
2024-11-29 12:55:00-05:00,168.875,169.0500030517578,168.6999969482422,168.9199981689453,730077,0.0,0.0
